Address,Latitude,Longitude,Property Type,Bedrooms,Bathrooms,Parking Spaces,Price,Auction Date,Description,Agent Name,Agent Phone,Image URL
4RQ6PJ57+F9,-34.29134516348846,144.61343360147166,Unit,1,1,1,"$857,030",,A beautiful property located in the heart of VIC.,Agent 915,+61 452 836 494,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-34.29134516348846,144.61343360147166&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"VM3F+V9 Dilpurra NSW, Australia",-35.14525226828496,143.67340960457435,Apartment,4,1,3,"$1,719,416",Sun 03 Nov 02:55 AM,A beautiful property located in the heart of VIC.,Agent 258,+61 420 653 439,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-35.14525226828496,143.67340960457435&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"QGXJ+H4 Speewa NSW, Australia",-35.201033387573005,143.53028707686323,Unit,2,1,3,"$664,435",,A beautiful property located in the heart of VIC.,Agent 345,+61 423 194 984,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-35.201033387573005,143.53028707686323&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"628X+WQ Kew East VIC, Australia",-37.782674526400456,145.04943044221335,Apartment,2,3,3,"$1,698,548",,A beautiful property located in the heart of VIC.,Agent 182,+61 494 875 269,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.782674526400456,145.04943044221335&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"VX56+5F Inverleigh VIC, Australia",-38.1420877018071,143.9611497704291,Unit,4,3,1,"$1,096,416",Sun 03 Nov 02:55 AM,A beautiful property located in the heart of VIC.,Agent 384,+61 472 294 774,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.1420877018071,143.9611497704291&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
4RH38227+H4,-38.69859234827985,141.01282856061758,Unit,1,2,1,"$1,477,432",Sun 03 Nov 02:55 AM,A beautiful property located in the heart of VIC.,Agent 341,+61 431 373 556,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.69859234827985,141.01282856061758&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"JMJP+W4 Brookville VIC, Australia",-37.36763370685455,147.68528996038856,Unit,2,2,2,"$1,734,787",,A beautiful property located in the heart of VIC.,Agent 948,+61 457 592 404,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.36763370685455,147.68528996038856&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"M4M7+6Q The Rock NSW, Australia",-35.3169320683345,147.11438296319844,Unit,5,3,3,"$1,015,875",,A beautiful property located in the heart of VIC.,Agent 465,+61 461 500 630,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-35.3169320683345,147.11438296319844&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"X94X+RJ Lismore VIC, Australia",-38.04295196314185,143.39906386279586,Unit,3,1,1,"$1,434,299",,A beautiful property located in the heart of VIC.,Agent 857,+61 486 111 568,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.04295196314185,143.39906386279586&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"5962+94 Whitlands VIC, Australia",-36.839037856473865,146.35036825892539,Apartment,3,1,2,"$492,548",,A beautiful property located in the heart of VIC.,Agent 625,+61 493 965 597,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-36.839037856473865,146.35036825892539&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
4RHCGHC5+RM,-38.477964852265515,148.55921594989525,Unit,3,1,2,"$1,337,279",Sun 03 Nov 02:55 AM,A beautiful property located in the heart of VIC.,Agent 109,+61 421 445 659,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.477964852265515,148.55921594989525&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"325C+RX Barmah VIC, Australia",-35.940432423634725,145.02242483522278,Apartment,2,2,1,"$1,110,081",,A beautiful property located in the heart of VIC.,Agent 754,+61 472 444 832,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-35.940432423634725,145.02242483522278&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"J2XV+68 Wandong VIC, Australia",-37.35195781770457,145.04336362513956,House,1,3,2,"$832,833",,A beautiful property located in the heart of VIC.,Agent 589,+61 443 261 190,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.35195781770457,145.04336362513956&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"J99P+8W Yalmy VIC, Australia",-37.38171938874774,148.38737081542132,Apartment,1,3,3,"$1,968,274",Sun 03 Nov 02:55 AM,A beautiful property located in the heart of VIC.,Agent 800,+61 457 770 555,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.38171938874774,148.38737081542132&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
4RP385R7+XW,-35.65758458912879,141.16482836121727,House,5,1,3,"$1,121,281",,A beautiful property located in the heart of VIC.,Agent 633,+61 427 368 798,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-35.65758458912879,141.16482836121727&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"5 Clifton Hill Ct, Birdwoodton VIC 3505, Australia",-34.176697893981995,142.0775838598527,Unit,2,2,2,"$1,410,882",Sun 03 Nov 02:55 AM,A beautiful property located in the heart of VIC.,Agent 899,+61 431 138 318,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-34.176697893981995,142.0775838598527&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"WX73+VR Macarthur VIC, Australia",-38.08528059209638,141.9545863737137,Apartment,4,1,3,"$1,757,093",,A beautiful property located in the heart of VIC.,Agent 726,+61 492 104 329,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.08528059209638,141.9545863737137&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"89C3+67 Lavers Hill VIC, Australia",-38.6794733378197,143.35316659836562,House,1,1,1,"$722,641",Sun 03 Nov 02:55 AM,A beautiful property located in the heart of VIC.,Agent 221,+61 405 600 320,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.6794733378197,143.35316659836562&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"4P5X+CM Jilpanger VIC, Australia",-36.89143052736004,141.7491872549721,Unit,3,1,1,"$1,852,650",,A beautiful property located in the heart of VIC.,Agent 724,+61 405 630 742,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-36.89143052736004,141.7491872549721&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"G96H+HC Cape Bridgewater VIC, Australia",-38.48859098224267,141.37860538599466,Apartment,1,1,2,"$1,669,140",,A beautiful property located in the heart of VIC.,Agent 225,+61 419 623 656,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.48859098224267,141.37860538599466&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
4RQ3CJC6+45,-34.579703167076,141.61040175815845,Unit,1,2,3,"$1,072,785",Sun 03 Nov 02:56 AM,A beautiful property located in the heart of VIC.,Agent 980,+61 478 166 834,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-34.579703167076,141.61040175815845&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"MPXM+VR Gormandale VIC, Australia",-38.300290925871096,146.7345621984466,House,1,3,1,"$1,098,554",Sun 03 Nov 02:56 AM,A beautiful property located in the heart of VIC.,Agent 630,+61 407 653 329,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.300290925871096,146.7345621984466&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"GH48+JH Willaura VIC, Australia",-37.493399298071964,142.5664120256606,House,1,3,3,"$1,461,155",Sun 03 Nov 02:56 AM,A beautiful property located in the heart of VIC.,Agent 416,+61 474 961 853,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.493399298071964,142.5664120256606&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"P38C+JV Gundowring VIC, Australia",-36.283418964648824,147.07218139226558,House,3,2,1,"$920,881",Sun 03 Nov 02:56 AM,A beautiful property located in the heart of VIC.,Agent 729,+61 463 313 114,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-36.283418964648824,147.07218139226558&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"34FH+JM Moulamein NSW, Australia",-34.92590663673743,144.12919454340985,Apartment,5,2,2,"$761,679",,A beautiful property located in the heart of VIC.,Agent 221,+61 415 646 930,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-34.92590663673743,144.12919454340985&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"111 Currie Ln, Katamatite VIC 3649, Australia",-36.10978405284811,145.67310892706232,Apartment,3,3,1,"$1,694,338",,A beautiful property located in the heart of VIC.,Agent 516,+61 441 994 949,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-36.10978405284811,145.67310892706232&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"P4CF+G4 Patchewollock VIC, Australia",-35.278669598645635,142.12284017238144,Apartment,2,2,2,"$1,646,435",,A beautiful property located in the heart of VIC.,Agent 624,+61 483 979 135,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-35.278669598645635,142.12284017238144&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"HMHQ+2J Springdale NSW, Australia",-34.42249919033229,147.68909843319025,House,4,1,2,"$1,422,246",,A beautiful property located in the heart of VIC.,Agent 761,+61 474 668 827,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-34.42249919033229,147.68909843319025&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"RPRR+8Q The Sisters VIC, Australia",-38.15919276387863,142.74192660649834,House,1,2,3,"$1,131,168",,A beautiful property located in the heart of VIC.,Agent 927,+61 470 591 202,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.15919276387863,142.74192660649834&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"27X2+7X Coolac NSW, Australia",-34.95183660259482,148.25240988907416,Apartment,3,2,3,"$1,749,362",Sun 03 Nov 02:56 AM,A beautiful property located in the heart of VIC.,Agent 799,+61 473 653 629,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-34.95183660259482,148.25240988907416&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"C4XW+XX Waranga Shores VIC, Australia",-36.55004714958895,145.14744850089102,Apartment,4,3,3,"$1,789,908",Sun 03 Nov 02:56 AM,A beautiful property located in the heart of VIC.,Agent 141,+61 404 850 523,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-36.55004714958895,145.14744850089102&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"3852+7M Dartmoor VIC, Australia",-37.94183217339041,141.3017297898624,Unit,3,2,2,"$911,483",,A beautiful property located in the heart of VIC.,Agent 208,+61 455 742 837,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.94183217339041,141.3017297898624&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
4RQ7VHH7+C3,-34.12141237432118,145.56269109136474,Apartment,2,2,1,"$706,129",,A beautiful property located in the heart of VIC.,Agent 340,+61 422 214 192,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-34.12141237432118,145.56269109136474&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"WGW7+67 Wabonga VIC, Australia",-37.05447420751132,146.513152017564,Unit,2,3,2,"$1,299,520",,A beautiful property located in the heart of VIC.,Agent 457,+61 400 359 765,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.05447420751132,146.513152017564&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"2 Boundary Rd, Carrum Downs VIC 3201, Australia",-38.08452087047519,145.1799852922468,House,1,1,3,"$1,881,947",,A beautiful property located in the heart of VIC.,Agent 655,+61 490 809 896,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.08452087047519,145.1799852922468&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"G42V+99 Whitton NSW, Australia",-34.499030715966725,146.14338750864002,House,2,1,3,"$558,204",,A beautiful property located in the heart of VIC.,Agent 931,+61 416 272 917,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-34.499030715966725,146.14338750864002&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"8V6C+83 Kennett River VIC, Australia",-38.68923871289195,143.87018484475377,House,2,2,3,"$1,183,074",Sun 03 Nov 02:56 AM,A beautiful property located in the heart of VIC.,Agent 697,+61 494 347 978,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.68923871289195,143.87018484475377&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"CM43+QQ Finley NSW, Australia",-35.59300639399334,145.65449912009436,Apartment,5,1,3,"$1,233,831",Sun 03 Nov 02:56 AM,A beautiful property located in the heart of VIC.,Agent 206,+61 403 952 299,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-35.59300639399334,145.65449912009436&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"MP2F+9M Willung South VIC, Australia",-38.34907370709261,146.72424022101907,Apartment,2,2,2,"$1,401,304",Sun 03 Nov 02:56 AM,A beautiful property located in the heart of VIC.,Agent 519,+61 489 236 590,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.34907370709261,146.72424022101907&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"F9F3+95 Ultima VIC, Australia",-35.52662102715393,143.35299832052343,House,4,2,1,"$757,630",,A beautiful property located in the heart of VIC.,Agent 394,+61 415 665 914,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-35.52662102715393,143.35299832052343&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"P7HW+HM Yenda NSW, Australia",-34.271077676900845,146.29666587821262,Apartment,2,1,2,"$533,587",Sun 03 Nov 02:56 AM,A beautiful property located in the heart of VIC.,Agent 856,+61 426 279 898,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-34.271077676900845,146.29666587821262&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"FR5X+6H Dalgety NSW, Australia",-36.5418880482243,148.8488937675583,Unit,1,3,3,"$1,161,290",Sun 03 Nov 02:56 AM,A beautiful property located in the heart of VIC.,Agent 417,+61 493 564 531,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-36.5418880482243,148.8488937675583&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"775 Nungurner Rd, Metung VIC 3904, Australia",-37.86853445415903,147.85548965106958,House,1,1,3,"$1,840,134",,A beautiful property located in the heart of VIC.,Agent 939,+61 497 884 397,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.86853445415903,147.85548965106958&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"PPMH+57 Mellool NSW, Australia",-35.26702282309392,143.72813281101094,Unit,5,1,1,"$1,946,278",,A beautiful property located in the heart of VIC.,Agent 984,+61 491 289 669,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-35.26702282309392,143.72813281101094&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"MFGV+3Q Jeeralang VIC, Australia",-38.324863512244,146.49439491831933,Apartment,4,2,1,"$1,558,169",,A beautiful property located in the heart of VIC.,Agent 839,+61 487 484 173,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.324863512244,146.49439491831933&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"PM23+5V Boolite VIC, Australia",-36.29952582631949,142.6546453622867,Apartment,1,1,1,"$1,619,762",,A beautiful property located in the heart of VIC.,Agent 738,+61 489 442 375,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-36.29952582631949,142.6546453622867&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
4RG5V2G6+9R,-39.12409550738853,143.0120375095905,Unit,1,1,1,"$1,411,784",,A beautiful property located in the heart of VIC.,Agent 947,+61 471 464 665,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-39.12409550738853,143.0120375095905&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"93P5+J8 Lindsay VIC, Australia",-37.61349271974896,141.05835110026914,House,5,1,3,"$1,831,416",Sun 03 Nov 02:56 AM,A beautiful property located in the heart of VIC.,Agent 295,+61 417 243 571,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.61349271974896,141.05835110026914&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"RRJ9+7Q Wargan VIC, Australia",-34.169263247702396,141.81947787761627,House,5,3,2,"$1,154,041",Sun 03 Nov 02:56 AM,A beautiful property located in the heart of VIC.,Agent 655,+61 477 466 808,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-34.169263247702396,141.81947787761627&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"225H+7W Panitya VIC, Australia",-34.99179793924192,141.02982274291006,Apartment,3,3,1,"$1,103,166",Sun 03 Nov 02:56 AM,A beautiful property located in the heart of VIC.,Agent 218,+61 434 269 112,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-34.99179793924192,141.02982274291006&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
4RQ68GQ7+X6,-34.66005399612752,144.51307285179132,House,1,3,3,"$1,533,884",Sun 03 Nov 02:56 AM,A beautiful property located in the heart of VIC.,Agent 629,+61 402 648 357,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-34.66005399612752,144.51307285179132&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"77P5+4X Gellibrand Lower VIC, Australia",-38.71470968032942,143.25994356208216,House,2,1,3,"$975,622",Sun 03 Nov 02:56 AM,A beautiful property located in the heart of VIC.,Agent 157,+61 443 682 683,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.71470968032942,143.25994356208216&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"XWX8+89 Moulamein NSW, Australia",-35.00163271081051,143.91594610211456,Apartment,4,2,1,"$1,600,854",,A beautiful property located in the heart of VIC.,Agent 919,+61 491 860 468,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-35.00163271081051,143.91594610211456&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
4RG6R64V+CV,-39.19390759555091,144.24468144834867,Apartment,3,2,1,"$1,662,226",,A beautiful property located in the heart of VIC.,Agent 833,+61 446 128 423,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-39.19390759555091,144.24468144834867&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
4RG9RRM4+W6,-39.165152567575184,147.8056034742282,Apartment,3,3,3,"$919,905",Sun 03 Nov 02:56 AM,A beautiful property located in the heart of VIC.,Agent 434,+61 403 712 769,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-39.165152567575184,147.8056034742282&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"442W+98 Toorloo Arm VIC, Australia",-37.89912381665057,148.14577051369582,House,1,1,2,"$1,795,314",,A beautiful property located in the heart of VIC.,Agent 400,+61 486 741 261,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.89912381665057,148.14577051369582&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"3F6P+F4 Lyons VIC, Australia",-37.93876899926801,141.48528053691757,House,4,1,2,"$656,518",Sun 03 Nov 02:56 AM,A beautiful property located in the heart of VIC.,Agent 661,+61 487 621 748,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.93876899926801,141.48528053691757&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"JW4R+WW Combienbar VIC, Australia",-37.39263084361641,148.94228871422098,House,5,1,3,"$1,859,413",,A beautiful property located in the heart of VIC.,Agent 351,+61 449 274 461,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.39263084361641,148.94228871422098&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"3M33+PV Condah VIC, Australia",-37.94569082389254,141.65462944727383,Unit,1,3,3,"$1,049,409",Sun 03 Nov 02:56 AM,A beautiful property located in the heart of VIC.,Agent 747,+61 424 156 337,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.94569082389254,141.65462944727383&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"1133 Echuca-Mitiamo Rd, Bamawm Extension VIC 3564, Australia",-36.20491342629122,144.62429693965976,House,2,2,2,"$1,832,544",Sun 03 Nov 02:56 AM,A beautiful property located in the heart of VIC.,Agent 490,+61 473 896 797,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-36.20491342629122,144.62429693965976&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
