Address,City,State,Postal Code,Price,Bedrooms,Bathrooms,Parking Spaces,Description,Latitude,Longitude,Image URL,Search Keywords
"32-42 Glenbruar Dr, Hillside VIC 3037, Australia",Victoria,VIC,3037,$763K,3,2,3,Beautiful residential property located in the heart of Victoria.,-37.688599,144.753758,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.688599,144.753758&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '32-42', '3037', '3 beds', '2 baths']"
"508 Shamrock Pl, Melton West VIC 3337, Australia",Victoria,VIC,3337,$397K,5,1,1,Beautiful residential property located in the heart of Victoria.,-37.674938,144.530222,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.674938,144.530222&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '508', '3337', '5 beds', '1 baths']"
"61 Avila Rd, Curlewis VIC 3222, Australia",Victoria,VIC,3222,$519K,1,2,1,Beautiful residential property located in the heart of Victoria.,-38.164201,144.509387,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.164201,144.509387&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '61', '3222', '1 beds', '2 baths']"
"160 Bodycoats Rd, Wollert VIC 3750, Australia",Victoria,VIC,3750,$431K,5,3,1,Beautiful residential property located in the heart of Victoria.,-37.578989,145.025185,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.578989,145.025185&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '160', '3750', '5 beds', '3 baths']"
"95 Slinky St, Deanside VIC 3335, Australia",Victoria,VIC,3335,$545K,4,3,3,Beautiful residential property located in the heart of Victoria.,-37.727815,144.705162,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.727815,144.705162&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '95', '3335', '4 beds', '3 baths']"
"70 Eleventh Ave, Eden Park VIC 3757, Australia",Victoria,VIC,3757,$489K,2,1,3,Beautiful residential property located in the heart of Victoria.,-37.487553,145.068707,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.487553,145.068707&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '70', '3757', '2 beds', '1 baths']"
"267 O'Hea St, Pascoe Vale South VIC 3044, Australia",Victoria,VIC,3044,$1199K,1,2,1,Beautiful residential property located in the heart of Victoria.,-37.735837,144.943218,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.735837,144.943218&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '267', '3044', '1 beds', '2 baths']"
"21 Ingersoll Rd, Baxter VIC 3911, Australia",Victoria,VIC,3911,$748K,1,3,2,Beautiful residential property located in the heart of Victoria.,-38.203871,145.196012,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.203871,145.196012&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '21', '3911', '1 beds', '3 baths']"
"3 Hampton Ct, Hoppers Crossing VIC 3029, Australia",Victoria,VIC,3029,$750K,5,1,1,Beautiful residential property located in the heart of Victoria.,-37.86674,144.705345,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.86674,144.705345&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '3', '3029', '5 beds', '1 baths']"
"148 Victoria Rd, Coldstream VIC 3770, Australia",Victoria,VIC,3770,$380K,4,1,2,Beautiful residential property located in the heart of Victoria.,-37.724592,145.346895,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.724592,145.346895&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '148', '3770', '4 beds', '1 baths']"
"150 S Gippsland Hwy, Dandenong South VIC 3175, Australia",Victoria,VIC,3175,$785K,1,1,1,Beautiful residential property located in the heart of Victoria.,-38.013623,145.228963,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.013623,145.228963&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '150', '3175', '1 beds', '1 baths']"
"250 Little River-Ripley Rd, Little River VIC 3211, Australia",Victoria,VIC,3211,$1115K,5,1,3,Beautiful residential property located in the heart of Victoria.,-37.935704,144.470014,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.935704,144.470014&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '250', '3211', '5 beds', '1 baths']"
"165 Arkells Ln, Wandong VIC 3758, Australia",Victoria,VIC,3758,$710K,4,1,1,Beautiful residential property located in the heart of Victoria.,-37.375843,145.011143,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.375843,145.011143&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '165', '3758', '4 beds', '1 baths']"
"91 Campbell Rd, Gisborne VIC 3437, Australia",Victoria,VIC,3437,$754K,3,2,3,Beautiful residential property located in the heart of Victoria.,-37.476438,144.648894,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.476438,144.648894&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '91', '3437', '3 beds', '2 baths']"
"25 Black Braes Blvd, Mernda VIC 3754, Australia",Victoria,VIC,3754,$834K,5,2,3,Beautiful residential property located in the heart of Victoria.,-37.603417,145.07861,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.603417,145.07861&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '25', '3754', '5 beds', '2 baths']"
"519 Basin-Olinda Rd, Olinda VIC 3788, Australia",Victoria,VIC,3788,$1091K,1,1,3,Beautiful residential property located in the heart of Victoria.,-37.850147,145.355403,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.850147,145.355403&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '519', '3788', '1 beds', '1 baths']"
"220 Eramosa Rd W, Moorooduc VIC 3933, Australia",Victoria,VIC,3933,$368K,5,2,2,Beautiful residential property located in the heart of Victoria.,-38.214894,145.138087,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.214894,145.138087&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '220', '3933', '5 beds', '2 baths']"
"56 Bungower Rd, Somerville VIC 3912, Australia",Victoria,VIC,3912,$300K,3,2,3,Beautiful residential property located in the heart of Victoria.,-38.235994,145.218382,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.235994,145.218382&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '56', '3912', '3 beds', '2 baths']"
"525 Coombs Rd, Kinglake West VIC 3757, Australia",Victoria,VIC,3757,$464K,1,2,3,Beautiful residential property located in the heart of Victoria.,-37.51422,145.205087,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.51422,145.205087&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '525', '3757', '1 beds', '2 baths']"
"Regency Park Primary, 50 Amesbury Ave, Wantirna VIC 3152, Australia",Victoria,VIC,3152,$855K,2,2,2,Beautiful residential property located in the heart of Victoria.,-37.854907,145.235631,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.854907,145.235631&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', 'regency', '3152', '2 beds', '2 baths']"
"2 Chatham Ave, Ferntree Gully VIC 3156, Australia",Victoria,VIC,3156,$497K,1,3,1,Beautiful residential property located in the heart of Victoria.,-37.876746,145.297689,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.876746,145.297689&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '2', '3156', '1 beds', '3 baths']"
"33 Dudley Rd, Wonga Park VIC 3115, Australia",Victoria,VIC,3115,$984K,1,2,2,Beautiful residential property located in the heart of Victoria.,-37.73174,145.273219,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.73174,145.273219&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '33', '3115', '1 beds', '2 baths']"
"13 Sturt Ct, Taylors Lakes VIC 3038, Australia",Victoria,VIC,3038,$974K,2,2,3,Beautiful residential property located in the heart of Victoria.,-37.689605,144.789179,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.689605,144.789179&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '13', '3038', '2 beds', '2 baths']"
"780 Craigieburn Rd E, Craigieburn VIC 3064, Australia",Victoria,VIC,3064,$1197K,3,2,1,Beautiful residential property located in the heart of Victoria.,-37.598146,144.946573,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.598146,144.946573&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '780', '3064', '3 beds', '2 baths']"
"21 McKim Rd, Gisborne VIC 3437, Australia",Victoria,VIC,3437,$1098K,4,2,1,Beautiful residential property located in the heart of Victoria.,-37.47881,144.598751,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.47881,144.598751&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '21', '3437', '4 beds', '2 baths']"
"256 McGeorge Rd, Gisborne VIC 3437, Australia",Victoria,VIC,3437,$796K,3,1,1,Beautiful residential property located in the heart of Victoria.,-37.516703,144.609561,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.516703,144.609561&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '256', '3437', '3 beds', '1 baths']"
"2 Ambassador Rise, Research VIC 3095, Australia",Victoria,VIC,3095,$335K,4,1,2,Beautiful residential property located in the heart of Victoria.,-37.69865,145.182044,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.69865,145.182044&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '2', '3095', '4 beds', '1 baths']"
"27 Elisabeth Ave, Springvale South VIC 3172, Australia",Victoria,VIC,3172,$1093K,2,1,2,Beautiful residential property located in the heart of Victoria.,-37.967176,145.152372,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.967176,145.152372&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '27', '3172', '2 beds', '1 baths']"
"197A License Rd, Diggers Rest VIC 3427, Australia",Victoria,VIC,3427,$757K,3,2,2,Beautiful residential property located in the heart of Victoria.,-37.625854,144.689319,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.625854,144.689319&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '197a', '3427', '3 beds', '2 baths']"
"1 Brick Makers Dr, Wollert VIC 3750, Australia",Victoria,VIC,3750,$492K,5,1,1,Beautiful residential property located in the heart of Victoria.,-37.594984,144.974653,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.594984,144.974653&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '1', '3750', '5 beds', '1 baths']"
"25 Wedd St, Cheltenham VIC 3192, Australia",Victoria,VIC,3192,$878K,1,1,2,Beautiful residential property located in the heart of Victoria.,-37.966945,145.0618,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.966945,145.0618&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '25', '3192', '1 beds', '1 baths']"
"2 Benson St, Surrey Hills VIC 3127, Australia",Victoria,VIC,3127,$479K,3,3,2,Beautiful residential property located in the heart of Victoria.,-37.818987,145.091212,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.818987,145.091212&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '2', '3127', '3 beds', '3 baths']"
"161 Ashley St, Braybrook VIC 3019, Australia",Victoria,VIC,3019,$950K,4,2,2,Beautiful residential property located in the heart of Victoria.,-37.779423,144.865115,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.779423,144.865115&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '161', '3019', '4 beds', '2 baths']"
"12 Angus St, Hadfield VIC 3046, Australia",Victoria,VIC,3046,$1043K,4,3,3,Beautiful residential property located in the heart of Victoria.,-37.708841,144.94503,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.708841,144.94503&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '12', '3046', '4 beds', '3 baths']"
"1165 Ridge Rd, Yan Yean VIC 3099, Australia",Victoria,VIC,3099,$627K,4,2,1,Beautiful residential property located in the heart of Victoria.,-37.568935,145.145497,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.568935,145.145497&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '1165', '3099', '4 beds', '2 baths']"
"18 Old Glenburn Rd, Kinglake VIC 3763, Australia",Victoria,VIC,3763,$486K,4,1,1,Beautiful residential property located in the heart of Victoria.,-37.508594,145.367646,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.508594,145.367646&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '18', '3763', '4 beds', '1 baths']"
"3 Lakeview Dr, Scoresby VIC 3179, Australia",Victoria,VIC,3179,$1085K,2,2,2,Beautiful residential property located in the heart of Victoria.,-37.90664,145.222241,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.90664,145.222241&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '3', '3179', '2 beds', '2 baths']"
"12 Gray St, Doncaster VIC 3108, Australia",Victoria,VIC,3108,$923K,4,3,3,Beautiful residential property located in the heart of Victoria.,-37.789759,145.107674,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.789759,145.107674&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '12', '3108', '4 beds', '3 baths']"
"5 Genoa Pl, Curlewis VIC 3222, Australia",Victoria,VIC,3222,$950K,5,2,2,Beautiful residential property located in the heart of Victoria.,-38.176878,144.523035,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.176878,144.523035&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '5', '3222', '5 beds', '2 baths']"
"87 Old Ashbourne Rd, Woodend VIC 3442, Australia",Victoria,VIC,3442,$805K,4,3,1,Beautiful residential property located in the heart of Victoria.,-37.378005,144.504577,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.378005,144.504577&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '87', '3442', '4 beds', '3 baths']"
"764 Black Range Rd, Romsey VIC 3434, Australia",Victoria,VIC,3434,$1170K,2,2,1,Beautiful residential property located in the heart of Victoria.,-37.351026,144.682486,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.351026,144.682486&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '764', '3434', '2 beds', '2 baths']"
"99 Power St, St Albans VIC 3021, Australia",Victoria,VIC,3021,$898K,4,2,3,Beautiful residential property located in the heart of Victoria.,-37.730831,144.801582,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.730831,144.801582&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '99', '3021', '4 beds', '2 baths']"
"61 Kerrie Valley Rd, Kerrie VIC 3434, Australia",Victoria,VIC,3434,$929K,1,1,1,Beautiful residential property located in the heart of Victoria.,-37.374589,144.662309,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.374589,144.662309&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '61', '3434', '1 beds', '1 baths']"
"851 Bridge Inn Rd, Doreen VIC 3754, Australia",Victoria,VIC,3754,$1061K,2,2,3,Beautiful residential property located in the heart of Victoria.,-37.604271,145.128268,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.604271,145.128268&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '851', '3754', '2 beds', '2 baths']"
"465 Bowden Spur Rd, Strathewen VIC 3099, Australia",Victoria,VIC,3099,$785K,1,1,1,Beautiful residential property located in the heart of Victoria.,-37.541595,145.289577,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.541595,145.289577&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '465', '3099', '1 beds', '1 baths']"
"22 Valewood Dr, Kealba VIC 3021, Australia",Victoria,VIC,3021,$848K,2,2,1,Beautiful residential property located in the heart of Victoria.,-37.733429,144.82515,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.733429,144.82515&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '22', '3021', '2 beds', '2 baths']"
"137 Point Lonsdale Rd, Point Lonsdale VIC 3225, Australia",Victoria,VIC,3225,$675K,5,2,2,Beautiful residential property located in the heart of Victoria.,-38.283184,144.616694,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.283184,144.616694&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '137', '3225', '5 beds', '2 baths']"
"2 Junction Rd, Heathcote Junction VIC 3758, Australia",Victoria,VIC,3758,$743K,4,3,3,Beautiful residential property located in the heart of Victoria.,-37.37692,145.033512,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.37692,145.033512&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '2', '3758', '4 beds', '3 baths']"
"5 Camelot Cl, Research VIC 3095, Australia",Victoria,VIC,3095,$553K,1,2,2,Beautiful residential property located in the heart of Victoria.,-37.710038,145.20835,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.710038,145.20835&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '5', '3095', '1 beds', '2 baths']"
"16 Castlemaine Dr, Eynesbury VIC 3338, Australia",Victoria,VIC,3338,$705K,4,2,2,Beautiful residential property located in the heart of Victoria.,-37.790163,144.557407,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.790163,144.557407&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '16', '3338', '4 beds', '2 baths']"
"232 Hopetoun Park Rd, Hopetoun Park VIC 3340, Australia",Victoria,VIC,3340,$558K,4,2,3,Beautiful residential property located in the heart of Victoria.,-37.695963,144.507137,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.695963,144.507137&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '232', '3340', '4 beds', '2 baths']"
"45 Lynette Ave, Warrandyte VIC 3113, Australia",Victoria,VIC,3113,$960K,1,1,3,Beautiful residential property located in the heart of Victoria.,-37.744557,145.200883,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.744557,145.200883&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '45', '3113', '1 beds', '1 baths']"
"3 Regina Ct, Eltham VIC 3095, Australia",Victoria,VIC,3095,$381K,5,3,3,Beautiful residential property located in the heart of Victoria.,-37.694786,145.160958,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.694786,145.160958&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '3', '3095', '5 beds', '3 baths']"
"10 Stephenson Ct, Altona Meadows VIC 3028, Australia",Victoria,VIC,3028,$597K,1,3,3,Beautiful residential property located in the heart of Victoria.,-37.877151,144.786651,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.877151,144.786651&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI","['victoria', '10', '3028', '1 beds', '3 baths']"
